id,description,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,accommodates,bedrooms,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,minimum_nights,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,reviews_per_month
4384343,"Newly remodeled with custom bath, well equipped kitchen with gas stove, very comfortable bed, quiet, located near outstanding restaurants - The Whale Wins, Westward, Joule and Mkt. and on the 26 bus line to downtown or Green Lake. Also walking to UW. Cozy and warm in winter, great location for walking, easy transportation to downtown, foodie paradise, near beautiful Green Lake, zoo and University of Washington. Maximum number of guests is two. Via keypad on garage. As desired by guests Everything you might need is within walking distance, unique shops, grocery shopping nearby (Trader Joe's, Whole Foods, QFC), great parks, several movie theaters (Guild 45th, Sundance, Varsity) live music (Seamonster Lounge, Neptune Theater), on street parking On 26 bus line which goes downtown and to Green Lake There is a heating vent that separates the kitchen from living room that is lower than the ceiling at 5'10"" so this space might not be appropriate for taller guests",2472278,2012-05-26,within an hour,100.0,False,False,Other neighborhoods,Apartment,Entire home/apt,2,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",110.0,700.0,3345.8333333333335,100.0,40.0,2,27,2014-11-01,2015-12-01,96.0,10.0,10.0,10.0,10.0,10.0,10.0,False,moderate,1.88
7900056,"3 Blocks from Green Lake 1.8 mi from UW, away from congestion.  Both floors are fully furnished, with full kitchens, wifi, HDTV, W-D - great for two couples staying over for an event, 2 families, a team, or wedding party. Restaurants, coffee shops. Quiet, sparse elegance, and close proximity to UW, downtown via bus Fully use of both floors - about 2200 square feet of enjoyable space with utilities on each floor Our supervisor is available all hours to help with any problems you might experience Amazing location - right next to Green Lake with many amenities: biking, jogging, inline skating, kayaking, sailing, tennis, 9 short-hole golf, swimming, basketball, sculling, or just sitting an enjoying the scenery. Few blocks from bus stop going all 4 directions",6885026,2013-06-12,within an hour,100.0,False,True,Other neighborhoods,House,Entire home/apt,8,4,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",199.0,1460.0,4960.0,350.0,160.0,2,5,2015-09-21,2015-11-01,84.0,10.0,8.0,9.0,8.0,9.0,9.0,False,moderate,1.42
6378563,"This updated main-floor duplex is in one of Wallingford's charming turn-of-the-century homes. Set on a quiet street with a private entrance, tall ceilings, and hardwood floors, this 2 bedroom, 1.5 bath home boasts cozy furnishings. The living area has seating for 6, dining for 6, a large flat-panel TV set with cable and Roku, and a partial view of the Seattle skyline across Lake Union from the front porch.  A half bathroom is located in a nook off of the living room, near the entry area. A hallway leads to two bedrooms and a full bathroom with washer/dryer.  The first bedroom features a full-sized bed, perfect for children or for a couple. The second bedroom features a queen-sized bed. All mattresses are high quality and very comfortable. The second bedroom also has a French door leading to a small side yard. These two bedrooms sleep up to 4 people. We also have two high quality twin-sized air mattresses which have integrated pumps and can be placed in the living room to provide sleepi",22840181,2014-10-22,within an hour,100.0,False,True,Other neighborhoods,House,Entire home/apt,6,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",209.0,1463.0,6357.083333333334,300.0,95.0,3,5,2015-05-26,2015-08-31,96.0,10.0,10.0,10.0,10.0,10.0,10.0,True,strict,0.67
5630783,"Enjoy our cozy studio apartment with private courtyard, separate entrance and plenty of on-street parking one block from Greenlake. Comfortably fits 2 adults or a family of 4, walk to Tangletown restaurants and easy access to downtown by car or bus! -- Please inquire about availability --  This private studio apartment is conveniently located in the Green Lake area of Seattle. Located one block from the lake, you can jog around the lake or find a pick-up game of soccer at the Lower Woodland playfields.  Walk to restaurants and cafes located along the lake or in the Tangletown and Wallingford neighborhoods, or catch a bus for a quick ride downtown or to South Lake Union and avoid traffic and parking. If you prefer to drive, there is also easy access from both I-5 and Hwy 99 for getting in or out of the city. Or simply relax with a cup of coffee or tea and a book in the private courtyard outside your door. The apartment is set up for cooking with a range, oven, microwave, coffee maker, a",29181914,2015-03-11,within an hour,100.0,True,True,Other neighborhoods,House,Entire home/apt,4,1,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",100.0,550.0,3041.666666666667,100.0,50.0,2,28,2015-03-23,2015-11-09,97.0,10.0,10.0,10.0,10.0,10.0,10.0,False,moderate,2.92
340706,"Spacious, well-lit mother-in-law apartment located in the basement of a 1920's “Seattle box"" style single family house in the center of Wallingford. The rental is a spacious, well-lit mother-in-law apartment located in the basement of a 1920's “Seattle box"" style single family house.  The apartment has a separate entrance along the side of the house, a well equipped kitchen, washer and dryer, wifi and AppleTV.  The bedroom has a queen sized bed and the living room has a sofa bed.  The property is kid-friendly, has chickens and a grey cat named “Cloud,"" a basketball hoop, and a great deck with views of Lake Union and downtown Seattle. Guests have exclusive access to the apartment and are welcomed to explore the entire property. The hosts will respect your privacy, but welcome interaction if you have questions, need anything at all or want to play basketball with our kids! The house is located in the middle of the charming Wallingford neighborhood and is within easy walking distance of a",1015653,2011-08-24,within a few hours,90.0,False,True,Other neighborhoods,Apartment,Entire home/apt,4,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Other pet(s)"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",110.0,630.0,2400.0,100.0,30.0,2,97,2012-03-13,2015-12-14,96.0,10.0,10.0,10.0,10.0,10.0,10.0,False,moderate,2.09
6202214,"Cozy, comfortable,apartment in the Wallingford/Fremont neighborhood.  Walking distance to Lake Union, Burke-Gilman Trail, UW, cool, funky shops and great restaurants.  Residential/urban neighborhood.  Full kitchen, Washer/dryer, and private entrance. Location, location, location! This is a very sweet, cozy, and comfortable space with nicely detailed features in one of the best neighborhoods in Seattle! It is a separate, day-light basement, mother-in-law apartment in our 1927 Wallingford bungalow home. Bamboo flooring throughout, white-tiled bathroom, granite counter tops and newer cabinets in kitchen. Easy, private access on side of house. Coffee shops abound. It is a self-contained apartment with a full kitchen, washer/dryer, and a separate entrance in he back of the house. Check-in is at 1:00 p.m. And check-out is at 11:00 a.m. We live upstairs and are available most days by text/phone. We are available to answer any questions you have. We love that it is friendly, funky, quintessent",7556974,2013-07-17,within an hour,100.0,False,True,Other neighborhoods,Apartment,Entire home/apt,2,1,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",104.0,619.0,2184.0,250.0,50.0,2,15,2015-05-21,2015-12-05,96.0,10.0,10.0,10.0,10.0,10.0,10.0,False,strict,1.97
7922373,"Freshly remodeled basement studio with private entrance.  Queen bed , futon, cable tv and Internet.  Golden location in Wallingford - Close to downtown, U.W.  and walking distance to restaurants.  Outdoor bbq and pizza oven. Come and enjoy the best that Seattle has to offer. Fresh new space in traditional 1926 Brick Colonial. Beautiful gardens , barbecue area and pizza oven. Private entrance and patio space. Large bathroom  and shower,  kitchenette ,  sleeps 4 Private entrance, Internet , cable tv , kitchenette, coffee maker. Available to assist in  points of interest during your stay. Wallingford is known as the Golden Triangle with its easy access to Ballard, Capital Hill, and Downtown. Bike / walking trail to U.W campus close by. Walking  distance to restaurants , grocery and Gas Works Park. Bus access on 40th street 1 block away. Great central location!",23986021,2014-11-20,within a few hours,100.0,False,False,Other neighborhoods,House,Entire home/apt,4,1,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo}",99.0,690.0,3011.25,0.0,35.0,2,1,2015-11-29,2015-11-29,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,flexible,0.81
6156470,"Private and beautifuly lit room in our restored 1907 craftsman charmer with a large bed and soft carpet.  The bright kitchen is equipped with coffee, tea, and cooking supplies.  The large bathroom (shared) has a jacuzzi bath and fresh towels. The house has lovely lighting, often casting shadows over the large plants that sit in every corner.  Your room is a calming blue color, decorated with functionality and aesthetic in mind. Enjoy an extra deep jacuzzi bath. The kitchen, equipped with a stove, oven, and other supplies, is a great place to cook one or all of your meals while you stay here. Keurig or French press coffee every morning, just the way you like! I also have a loose leaf tea pot. Spend time on the comfortable couch watching ROKU with 100+ streaming channels or sit on the front porch & watch our active community go by. Your guest room is a part of our home.   As a guest you have access to everything except my bedroom. Your guest room door is locking for added security.  You ",17935405,2014-07-10,within an hour,100.0,True,True,Other neighborhoods,House,Private room,2,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",90.0,600.0,2000.0,0.0,13.0,1,43,2015-05-24,2015-12-12,97.0,10.0,10.0,10.0,10.0,10.0,10.0,True,strict,5.71
2994309,"Newly remodeled contemporary 2 bedroom apartment with all the amenities.  Easy access to Seattle points of interest such as University of Washington, Greenlake, Woodland Park Zoo, Pike Place Market and downtown. This freshly renovated 1921 two-decker house is fully loaded with all the comforts of home including:   • Private entrance with plenty of free on street parking. • 2 bedrooms each with lavish queen size beds. • 51"" Plasma TV, DVD player & gaming console. • Free WIFI. • Bathroom towels, shampoo and soap to use during your stay • Large fully equipped kitchen including stainless appliances such as oven, microwave, refrigerator and dishwasher. • Comfortable living space  • Super comfy sofa that folds out into a high quality queen sized bed with memory foam mattress (we are NOT Kidding, this couch is awesome!) • Personal washer and dryer located within apartment. • Access to larger terraced yard with barbeque at your disposal. Perfect for 1 to 6 people, this apartment will appeal to",7319622,2013-07-06,within a few hours,90.0,True,True,Other neighborhoods,Apartment,Entire home/apt,6,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",135.0,900.0,3600.0,200.0,30.0,3,71,2014-05-23,2015-12-29,97.0,10.0,10.0,10.0,10.0,9.0,10.0,False,strict,3.6
1594328,"Entire house: classic 1920s Northwest bungalow. Comfy, spacious 1,200 sq ft home. Garden, proper front porch, fireplace, formal dining room (w record player), vintage kitchen, lots of light. Surr. by cafes, bars, restos... The house is light-filled and warm with all amenities. The back bedroom faces the garden and has rich, warm hardwood floors and lots of light. The house has a spacious kitchen with standard, large refrigerator, gas stove and oven, electric kettle, French press coffee maker, lots of pots, pans, bowls and baking items as well as seating for at least four at the breakfast table. The dining room is also spacious and has a large formal dining table and chairs, lots of records and a great old stereo system that loves to be played. The front porch seats a small party and is a sweet spot for the sunrise or the afternoon sun. The living room boasts a fab fireplace for the cooler evenings (or mornings) and lots of seating for reading all the art books, cook books (the contents",1850689,2012-03-03,within an hour,100.0,False,True,Other neighborhoods,House,Entire home/apt,6,2,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",122.0,854.0,3710.8333333333335,100.0,50.0,2,9,2013-09-16,2015-12-28,96.0,10.0,10.0,10.0,10.0,10.0,10.0,False,strict,0.32
8072920,"Enjoy a studio with everything you need. Just two blocks from Wallingford's commercial street, 45th street, you're near buses, great diverse restaurants, and supermarkets. Free, easy street parking also available. Entire apartment. I'll be abroad, but I have friends that will help you get acquainted with the space. Great neighborhood! Close to Lake Union, Greenlake, Fremont, and the famous Molly Moons! •There's a Walgreens Pharmacy (not 24hrs) on Stone and 45- there you will find toiletries, small food items and anything else you may need. •There's a QFC on 45th street (great supermarket)—you can walk north on Stone Way, make a right on 45th and it'll be on your left side (about 3-4 blocks) •There's a bunch of restaurants and dessert places on 45th street. Most locations close around 9:30pm. •Greenlake is located north on Stone Way. It has a 2.75 mile paved loop. Great for running, walking, picnics and people watching •Lake Union is located south on Stone Way (about 10 blocks). Nearby ",11238188,2014-01-12,within an hour,100.0,False,True,Other neighborhoods,Apartment,Entire home/apt,2,1,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",80.0,560.0,2433.3333333333335,0.0,40.0,5,3,2015-09-23,2015-12-27,93.0,10.0,10.0,10.0,10.0,10.0,10.0,True,moderate,0.87
6915487,"Location and sparse elegance makes this a great place to relax after enjoying Seattle.  1.2 miles north of the UW, 3 blocks from Greenlake, you have it all.  Hardwood floors, natural lighting, fully equipped kitchen, wifi, comfortable queen beds. Spacious, airy, bright home with beautiful floors, 3 blocks from Green Lake Entire upstairs floor of house Our Supervisor Tony is available to assist with any issues that come up during your stay Woodlawn is 3 blocks away from Seattle's treasured Green Lake with biking, boating, jogging, tennis, basketball, inline skating, 9-hole short course Bus transportation all directions is a short walk away.  1.2 miles from University of Washington, 1 mile from Woodland Park Zoo.",6885026,2013-06-12,within an hour,100.0,False,True,Other neighborhoods,House,Entire home/apt,4,2,"{""Cable TV"",""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",158.0,896.0,3045.0,150.0,65.0,2,1,2015-09-09,2015-09-09,80.0,6.0,10.0,4.0,6.0,10.0,8.0,False,strict,0.25
6202603,"This cute 1 bedroom place is safe and quiet, but actually minutes in walking distance from awesome places and things in  Fremont. Restaurants, Cafes, and Brewery's are only a few blocks away! Close to bus lines to downtown. The space is a 1 bedroom in a 6 unit apartment building. Windows in every room in the apartment. Washer and Dryer in unit. Nice big bedroom. Whole apartment is about 750sq feet. No pets. Queen size bed. Free street parking with a restriction of moving your car every 2 hours from 8-5. No meter though! The place is right between Wallingford and Fremont. 0.5 miles to Gasworks Park, Coffee shops and restaurants and bars within blocks. The Famous Troll is just walking distance as well. Really close to Fremont's downtown area. Buslines 2 blocks away.",14898710,2014-04-29,within a day,70.0,False,True,Other neighborhoods,Apartment,Entire home/apt,4,1,"{TV,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",Shampoo}",90.0,630.0,2737.5,0.0,10.0,1,11,2015-05-12,2015-09-07,92.0,9.0,9.0,10.0,10.0,10.0,9.0,False,moderate,1.39
5286781,"Warm 1-bedroom private apartment located in the middle of charming and walkablevery comfortable bed. Bus stop to downtown 50ft away.  The apartment sits in 1920's house with a lovely garden: perfect for enjoying breakfast while soaking up some Seattle sun. I live about 15 minutes away and happy to act as guide, be a resource during your stay, and still provide you privacy. Wallingford is a cozy pocket of Seattle located directly north of Lake Union, with eccentric Fremont and Ballard to the west and the University District about 1 mile to the east. 45th Ave has plenty of top-ranked restaurants, boutiques and ice cream shops.  Try Yoroshiku for some delicious and authentic ramen noodles, perfect for a Seattle fall day. Busses 26 and 28 pick up 30 feet from the apartment and take you directly downtown. Bus 31/32 to the University District/eastbound pick up 200 feet away. Bus 44 to Ballard 5 blocks away. Free street parking adjacent to building. The apartment faces 40th Ave which means yo",9838821,2013-11-05,within a day,80.0,False,True,Other neighborhoods,Apartment,Entire home/apt,3,1,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",100.0,500.0,1780.0,0.0,0.0,1,1,2015-11-09,2015-11-09,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,flexible,0.53
2818420,"Please note: Prices includes 9.5% local sales tax Spacious 1-bedroom apartment in 1926 craftsman house, central part of Seattle in the Wallingford neighborhood. Private entrance apartment is located in the basement (6 steps up & 9 steps down to get to it), well lit with natural light by four windows in the living area and one window each in the bedroom and bathroom.  800+ sq. ft of living space with open large living area and fully equipped kitchen, bedroom and a .75 bathroom (Bathroom access is through the master bedroom).  Furnished to sleep & eat for four (queen bed in BR, a sleeper sofa & a futon in LR) with full size washer & dryer. (Note: sleeper sofa good for 2 children or an adult. May be tight for 2 adults). There is no dining table; but the kitchen bar has four barstools. Fully equipped kitchen with electric stove, oven, microwave, dishwasher and fridge. Enough pots & pans, dishes, utensils and silverware to cook and feed 4-8 people.  Walk Score 95, Bike Score 89, Transit Sco",14417667,2014-04-17,within a day,100.0,False,True,Other neighborhoods,House,Entire home/apt,4,1,"{TV,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials}",89.0,575.0,1990.0,300.0,90.0,2,4,2014-08-05,2014-11-17,95.0,10.0,10.0,10.0,10.0,10.0,10.0,False,strict,0.23
3739681,"My home in Wallingford has a cozy, separate apartment in the basement level with two bedrooms, bathroom, kitchen and washer-dryer.  I will do all I can to help make your stay in Seattle enjoyable.  The basement apartment has separate access from the side of the house. The side of the house has a nice sitting area.  Smoking is allowed on the side of the house.  The back of the house has a barbecue pit and a outside dining table that you are also welcome to use. The kitchen downstairs is fully functional and there is a large refrigerator.   The TV in the living room and main bedroom downstairs has Direct TV and lots of channels. The smart TV in the living room has Netflix and Pandora, etc. There is also a washer and dryer in the downstairs apartment.  I believe I have everything that you will need in the basement apartment to make your stay comfortable and enjoyable; if there is anything that you need during your stay that I don't yet have downstairs, I am happy to buy it or share it wit",832888,2011-07-18,within a few hours,100.0,False,True,Other neighborhoods,House,Entire home/apt,4,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector""}",125.0,700.0,2500.0,100.0,50.0,3,12,2014-08-03,2015-11-23,93.0,10.0,9.0,10.0,10.0,10.0,9.0,False,moderate,0.69
7922063,"Great Wallingford location, right across from green lake. 10 minutes from downtown. Wifi, but sometimes it is slow.  Up stairs.  Rules: Normal sleep hours. Quite around 11. I go to sleep early and wake up pretty early as well.  Clean-up after yourself. sorry no pets. Clean living room with air bed. Nothing fancy, but everything you need is here. Full kitchen with lots of great appliances. Feel free to use the kitchen. Green Lake!  Right across the street. Swimming, kayaking, paddle board, and just lounging. I am around most of the time. I am easy going and eager to hear about your travels. Green Lake!  I can't say enough about how nice it is. Runners dream.  Walking distance to Wallingford and Green Lake neighborhood. Great restaurants! Near bus lines. Bike parking in the basement. Walking distance to Wallingforsd and restaurants. Pretty close to the University.",35246915,2015-06-07,within a day,58.0,False,True,Other neighborhoods,Apartment,Shared room,2,1,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer}",42.0,294.0,1277.5,0.0,0.0,1,1,2015-08-22,2015-08-22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,flexible,0.22
611509,"Private bedroom and bathroom in updated 1914 craftsman house with modern furnishings.  The house is 1500 sq ft with original beautiful box beam ceilings and leaded glass windows and hardwood floors.  There is central heat and air conditioning, so you will keep cool in the summer.  The guest room is on the main floor of the house with private bathroom nearby.    The room is furnished with a queen bed, dresser, small closet with hangers, luggage rack and laundry hamper.  The queen bed is outfitted with cotton sheets,  a couple different types of pillows, down alternative duvet and cotton duvet cover.  The bathroom is always equipped with towels, hair dryer, toilet paper, soap, shampoo and conditioner.  There are usually extra goodies like shaving cream, q-tips, razors and lotions too. The main floor kitchen, living areas and TV room (50"" TV) are shared with me.  You are also welcome to relax on the front porch or back deck. My bed and bath are located on the second level, so no guests up",3032548,2012-07-23,within an hour,100.0,True,True,Other neighborhoods,House,Private room,2,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",65.0,425.0,1350.0,200.0,40.0,2,61,2012-08-23,2015-10-30,97.0,10.0,9.0,10.0,10.0,10.0,10.0,False,moderate,1.49
1802663,"Enjoy a charming get-away in the heart of the Wallingford neighborhood of Seattle just north of Lake Union.  Centrally located, our private unit is within walking distance of parks, restaurants, shopping, UW, Greenlake, the Zoo and buses to downtown. Our 1906 Dutch Colonial home in the charming Wallingford neighborhood offers a private-entrance ground level suite. The one-bedroom unit's living room is furnished with a full-size futon couch, a leather loveseat and 39-inch flat screen ""Smart"" TV (with built in Netflix).  The bedroom has a very comfortable full-size bed with plenty of closet storage space. The kitchenette includes dishes and silverware for four, a small refrigerator, microwave, toaster oven, tea, coffee and coffee maker, as well as a small eating nook and sink. The tiny, but charming tiled bathroom includes toilet, sink and shower.The private apartment opens out to our landscaped backyard, complete with a three-tiered deck, outdoor seating and dining, a BBQ and a salt wat",9450725,2013-10-15,within an hour,100.0,False,True,Other neighborhoods,House,Entire home/apt,4,1,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),""Hot Tub"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",100.0,600.0,2100.0,95.0,40.0,2,49,2013-10-22,2016-01-01,94.0,10.0,10.0,10.0,10.0,10.0,9.0,False,moderate,1.83
9294832,"Bright and spacious two bedroom apartment located directly across from Green Lake, one of the most desired neighborhoods of Seattle. You can jog the scenic loop around the lake or take a stroll to multiple restaurants and coffee houses in the area. The apartment itself consists of a nice, open layout with a sectional couch and large TV - great for Netflix, HBO, or our growing DVD collection :) We enjoy cooking, so we keep the kitchen well stocked with supplies that you may help yourself to as often as you like.  The bedroom accommodates up to two adults in a full bed and a huge closet for your things. Cozy and quiet! We will provide fresh linens and towels as needed. Shared kitchen and bathroom. Flat screen TV with Netflix, HBO, and a ton of DVDs. Access to washer and dryer (in adjoining building) High speed Internet and lots of storage space. You will have access to all areas in the apartment besides our bedroom. We are both working professionals so we ask that guests are mindful and ",23827582,2014-11-16,within a few hours,100.0,False,False,Other neighborhoods,Apartment,Private room,2,1,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers}",40.0,280.0,1216.6666666666667,0.0,35.0,2,4,2015-11-28,2015-12-18,95.0,10.0,10.0,10.0,10.0,10.0,10.0,False,flexible,3.16
8643209,"There is a pillow-top mattress on the bed which makes you feel like you're sleeping on a cloud. More importantly though, there is a very large window next to the bed offering a stunning view of all of downtown Seattle behind beautiful Lake Union. The private bedroom is all yours. We also have 1.5 shared bathrooms and a full kitchen to which you have full access. We also have a living room with a television that you are welcome to share with us, and a large deck with a view. We will be home some of the time, but we also work. As much as we're home, we're able to offer information about the city and how to get around it. Our apartment is in Wallingford which is one of the old hip, artsy neighborhoods in Seattle. It is a five to  ten minute walk at most to the University of Washington, Bars, Restaurants, grocery stores, Gasworks Park, and other shops and galleries. There are bus stops across the street from the apartment with bus lines heading to and from downtown every twenty minutes. Al",45437387,2015-09-30,within a day,50.0,False,False,Other neighborhoods,Apartment,Private room,2,1,"{TV,""Wireless Internet"",Kitchen,""Smoking Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials}",70.0,350.0,1300.0,0.0,20.0,1,4,2015-10-08,2015-11-22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,flexible,1.35
132120,Perfect for visiting family in Seattle.  Our mother-in-law apartment is located in the Green Lake/Wallingford area.  Great parks and restaurants just around the corner.  We even have a small market and micro-brewery in the neighborhood. Walking Family Paradise Our Mother-In-Law Apartment gives has a separate entrance offering the privacy and freedom to roam at will.   The apartment offers: •	Living Room •	Kitchen •	Dining Table •	Bathroom with Laundry •	Bedroom with Queen-Sized Bed Ideal for anybody that enjoys walking and parks.  The futon couch in the living room folds into a single bed offering sleeping space.  Our apartment houses 2 adults or a family of 4 comfortably. Then get out and take that walk and explore the area.  Walk past baseball games up to Woodland Park Zoo.  Follow the Burke-Gillman Trail along the north shore of Lake Union to the university of Washington.  Carry your groceries back from Wallingford and make a meal at home.  Or go around the corner and get something ,378445,2011-02-05,within a day,100.0,False,False,Other neighborhoods,Apartment,Entire home/apt,4,1,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector""}",110.0,600.0,2000.0,0.0,40.0,2,35,2011-06-20,2015-11-28,94.0,10.0,9.0,10.0,10.0,10.0,10.0,False,moderate,0.63
6343866,"This apartment is in the lower level of a classic 1915 craftsman bungalow in the heart of Wallingford with a walk score of 93.  Ideally located between 45th & 50th just 3 blocks to restaurants, grocery store and drug stores. Welcome to the Wallingford Burke Retreat!  Your home away from home in Seattle.  This welcoming apartment is in the lower level of a classic 1915 Seattle craftsman home in the heart of one of Seattle's most favorite neighborhoods.  A 3 block walk plops you down in the center of the Wallingford neighborhood with a grocery store, multiple drug stores, and more restaurants than you could possibly try in a week's stay.  Restaurants range from breakfast hot spots, indian, thai, sushi, japanese, mediterranean, mexican, and of course many coffee shops and cafes. There is a movie theater (The Guild) and many bars to choose from including a couple of live music venues. The apartment has it's own entrance.  It features 2 bedrooms, 1 with a brand new queen mattress and the ot",33039203,2015-05-10,within an hour,100.0,True,False,Other neighborhoods,Apartment,Entire home/apt,4,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",99.0,693.0,3011.25,400.0,100.0,2,10,2015-06-14,2015-09-28,96.0,10.0,10.0,10.0,10.0,10.0,9.0,False,strict,1.46
